id,user_id,group_leader_id,timestamp,order_total_value,is_first_order,created_at
111,118,2,2025-06-29 19:41:58.608508,9.3,True,2025-06-29 19:41:58.608508
112,25,7,2025-08-25 17:41:58.590817,7.2,False,2025-08-25 17:41:58.590817
113,44,29,2025-07-01 15:41:58.593277,0.8,False,2025-07-01 15:41:58.593277
114,140,24,2025-03-05 20:41:58.613094,17.9,False,2025-03-05 20:41:58.613094
115,20,15,2025-03-20 06:41:58.590175,39.1,True,2025-03-20 06:41:58.590175
116,147,7,2024-12-26 18:41:58.614275,3.6,True,2024-12-26 18:41:58.614275
117,106,2,2025-06-03 07:41:58.606054,2.9,True,2025-06-03 07:41:58.606054
118,196,5,2025-04-07 11:41:58.622444,8.0,True,2025-04-07 11:41:58.622444
119,77,27,2025-03-24 07:41:58.599823,16.6,False,2025-03-24 07:41:58.599823
120,146,25,2024-12-06 04:41:58.614109,8.5,True,2024-12-06 04:41:58.614109
121,47,5,2025-09-08 19:41:58.593851,11.9,False,2025-09-08 19:41:58.593851
122,3,7,2025-03-19 12:41:58.588210,4.5,False,2025-03-19 12:41:58.588210
123,93,3,2025-03-14 06:41:58.603408,5.2,False,2025-03-14 06:41:58.603408
124,143,40,2025-08-20 12:41:58.613726,3.3,True,2025-08-20 12:41:58.613726
125,188,2,2025-08-22 08:41:58.621472,15.6,False,2025-08-22 08:41:58.621472
126,181,38,2025-05-15 20:41:58.620637,3.6,True,2025-05-15 20:41:58.620637
127,152,34,2025-08-18 08:41:58.615078,17.6,False,2025-08-18 08:41:58.615078
128,18,1,2025-03-03 04:41:58.589973,16.0,True,2025-03-03 04:41:58.589973
129,143,10,2025-06-25 06:41:58.613726,9.0,False,2025-06-25 06:41:58.613726
130,103,40,2025-02-22 13:41:58.605515,30.1,False,2025-02-22 13:41:58.605515
131,19,27,2025-07-20 13:41:58.590071,13.2,True,2025-07-20 13:41:58.590071
132,115,20,2025-05-31 20:41:58.607883,23.1,False,2025-05-31 20:41:58.607883
133,172,38,2025-06-22 10:41:58.619495,21.0,True,2025-06-22 10:41:58.619495
134,92,22,2025-06-30 10:41:58.603163,34.0,True,2025-06-30 10:41:58.603163
135,63,12,2025-05-12 06:41:58.597142,17.0,True,2025-05-12 06:41:58.597142
136,151,20,2025-05-30 14:41:58.614877,0.8,False,2025-05-30 14:41:58.614877
137,53,31,2025-03-23 06:41:58.595091,10.3,True,2025-03-23 06:41:58.595091
138,156,25,2025-03-22 18:41:58.616072,16.0,False,2025-03-22 18:41:58.616072
139,153,23,2025-03-13 13:41:58.615328,10.2,False,2025-03-13 13:41:58.615328
140,128,39,2025-04-14 10:41:58.610594,1.1,False,2025-04-14 10:41:58.610594
141,118,19,2025-08-20 15:41:58.608508,18.0,False,2025-08-20 15:41:58.608508
142,97,3,2025-04-29 06:41:58.604290,10.1,True,2025-04-29 06:41:58.604290
143,160,14,2025-06-10 09:41:58.617018,4.0,True,2025-06-10 09:41:58.617018
144,153,10,2025-04-12 13:41:58.615328,9.4,False,2025-04-12 13:41:58.615328
145,137,15,2025-03-17 16:41:58.612458,3.9,True,2025-03-17 16:41:58.612458
146,6,11,2025-01-25 07:41:58.588592,10.7,False,2025-01-25 07:41:58.588592
147,52,21,2025-06-05 13:41:58.594880,14.5,False,2025-06-05 13:41:58.594880
148,83,40,2025-01-27 12:41:58.601233,22.5,False,2025-01-27 12:41:58.601233
149,48,24,2025-06-23 07:41:58.594107,11.0,False,2025-06-23 07:41:58.594107
150,76,22,2025-04-20 15:41:58.599620,16.3,False,2025-04-20 15:41:58.599620
151,162,23,2025-06-30 17:41:58.617514,22.0,True,2025-06-30 17:41:58.617514
152,54,26,2025-03-20 15:41:58.595312,1.6,True,2025-03-20 15:41:58.595312
153,113,7,2025-08-18 09:41:58.607467,12.0,True,2025-08-18 09:41:58.607467
154,140,34,2025-06-13 08:41:58.613094,1.8,False,2025-06-13 08:41:58.613094
155,118,36,2025-06-03 05:41:58.608508,0.8,False,2025-06-03 05:41:58.608508
156,51,25,2025-03-09 15:41:58.594711,1.6,True,2025-03-09 15:41:58.594711
157,166,39,2025-07-02 07:41:58.618447,8.4,True,2025-07-02 07:41:58.618447
158,106,17,2025-03-01 15:41:58.606054,12.0,False,2025-03-01 15:41:58.606054
159,42,40,2025-07-14 16:41:58.592923,14.5,False,2025-07-14 16:41:58.592923
160,26,26,2025-05-27 05:41:58.590928,18.2,False,2025-05-27 05:41:58.590928
161,47,10,2025-08-14 11:41:58.593851,11.3,False,2025-08-14 11:41:58.593851
162,63,29,2025-09-07 06:41:58.597142,6.4,False,2025-09-07 06:41:58.597142
163,129,24,2025-05-09 09:41:58.610830,10.2,True,2025-05-09 09:41:58.610830
164,173,27,2024-12-28 19:41:58.619633,6.6,False,2024-12-28 19:41:58.619633
165,166,5,2025-08-08 13:41:58.618447,0.8,False,2025-08-08 13:41:58.618447
166,120,29,2025-07-28 06:41:58.608990,4.4,False,2025-07-28 06:41:58.608990
167,189,30,2025-04-13 08:41:58.621609,8.4,True,2025-04-13 08:41:58.621609
168,9,39,2025-02-19 20:41:58.588916,12.7,False,2025-02-19 20:41:58.588916
169,28,40,2025-06-09 11:41:58.591159,17.0,False,2025-06-09 11:41:58.591159
170,5,39,2025-03-08 10:41:58.588493,16.7,True,2025-03-08 10:41:58.588493
171,9,30,2025-04-10 05:41:58.588916,9.5,False,2025-04-10 05:41:58.588916
172,3,28,2025-02-13 19:41:58.588210,11.4,False,2025-02-13 19:41:58.588210
173,183,39,2025-07-25 13:41:58.620842,15.0,True,2025-07-25 13:41:58.620842
174,41,29,2025-01-16 17:41:58.592741,15.0,False,2025-01-16 17:41:58.592741
175,190,40,2025-04-09 15:41:58.621750,13.2,False,2025-04-09 15:41:58.621750
176,20,29,2025-04-02 10:41:58.590175,23.6,False,2025-04-02 10:41:58.590175
177,179,3,2025-07-09 08:41:58.620394,2.7,False,2025-07-09 08:41:58.620394
178,186,15,2025-03-08 07:41:58.621225,7.0,True,2025-03-08 07:41:58.621225
179,71,36,2024-12-31 11:41:58.598657,5.7,True,2024-12-31 11:41:58.598657
180,13,14,2025-04-28 04:41:58.589388,15.3,True,2025-04-28 04:41:58.589388
181,153,23,2025-03-04 05:41:58.615328,32.8,False,2025-03-04 05:41:58.615328
182,34,31,2025-02-22 08:41:58.591846,49.8,True,2025-02-22 08:41:58.591846
183,76,20,2025-02-23 08:41:58.599620,3.0,False,2025-02-23 08:41:58.599620
184,118,9,2025-05-26 07:41:58.608508,11.0,False,2025-05-26 07:41:58.608508
185,168,23,2025-02-20 05:41:58.618883,25.3,True,2025-02-20 05:41:58.618883
186,109,17,2025-08-04 13:41:58.606649,13.2,True,2025-08-04 13:41:58.606649
187,151,7,2025-07-07 09:41:58.614877,11.2,False,2025-07-07 09:41:58.614877
188,43,17,2025-03-11 14:41:58.593085,10.9,False,2025-03-11 14:41:58.593085
189,169,33,2025-02-06 13:41:58.619102,3.3,True,2025-02-06 13:41:58.619102
190,92,31,2025-05-21 08:41:58.603163,21.1,False,2025-05-21 08:41:58.603163
191,25,37,2025-08-15 15:41:58.590817,3.2,False,2025-08-15 15:41:58.590817
192,98,29,2025-07-01 12:41:58.604525,6.0,True,2025-07-01 12:41:58.604525
193,56,3,2025-05-26 20:41:58.595642,10.5,False,2025-05-26 20:41:58.595642
194,58,33,2025-04-30 14:41:58.596023,3.5,True,2025-04-30 14:41:58.596023
195,134,3,2025-06-20 05:41:58.611824,6.5,False,2025-06-20 05:41:58.611824
196,151,3,2025-06-09 09:41:58.614877,6.6,False,2025-06-09 09:41:58.614877
197,57,21,2025-02-27 17:41:58.595825,4.0,True,2025-02-27 17:41:58.595825
198,46,24,2025-03-25 16:41:58.593615,12.6,True,2025-03-25 16:41:58.593615
199,110,26,2025-05-27 11:41:58.606845,23.5,True,2025-05-27 11:41:58.606845
200,173,40,2025-04-16 07:41:58.619633,17.3,False,2025-04-16 07:41:58.619633
201,92,18,2025-05-14 15:41:58.603163,12.8,False,2025-05-14 15:41:58.603163
202,115,2,2025-06-26 04:41:58.607883,13.4,False,2025-06-26 04:41:58.607883
203,72,4,2025-06-03 20:41:58.598812,4.8,True,2025-06-03 20:41:58.598812
204,37,22,2025-02-26 12:41:58.592182,11.9,True,2025-02-26 12:41:58.592182
205,86,27,2025-07-28 05:41:58.601797,8.0,True,2025-07-28 05:41:58.601797
206,26,37,2025-06-10 18:41:58.590928,30.0,False,2025-06-10 18:41:58.590928
207,119,38,2025-04-16 18:41:58.608748,10.1,True,2025-04-16 18:41:58.608748
208,168,8,2025-02-28 10:41:58.618883,9.2,False,2025-02-28 10:41:58.618883
209,116,26,2024-12-25 13:41:58.608075,6.0,True,2024-12-25 13:41:58.608075
210,183,7,2025-07-18 18:41:58.620842,6.8,False,2025-07-18 18:41:58.620842
211,6,39,2025-04-28 19:41:58.588592,8.9,False,2025-04-28 19:41:58.588592
212,87,25,2025-07-16 05:41:58.601991,8.8,True,2025-07-16 05:41:58.601991
213,40,30,2025-05-02 13:41:58.592543,22.2,False,2025-05-02 13:41:58.592543
214,167,33,2025-03-14 17:41:58.618640,16.0,True,2025-03-14 17:41:58.618640
215,155,10,2025-04-03 12:41:58.615829,11.5,True,2025-04-03 12:41:58.615829
216,117,4,2025-05-08 16:41:58.608266,2.2,True,2025-05-08 16:41:58.608266
217,72,1,2025-05-16 06:41:58.598812,24.0,False,2025-05-16 06:41:58.598812
218,144,40,2025-05-20 08:41:58.613841,18.4,True,2025-05-20 08:41:58.613841
219,40,8,2025-02-17 13:41:58.592543,22.0,False,2025-02-17 13:41:58.592543
220,28,33,2025-07-03 06:41:58.591159,4.3,False,2025-07-03 06:41:58.591159
221,156,14,2025-02-14 09:41:58.616072,1.2,False,2025-02-14 09:41:58.616072
222,114,38,2025-07-29 07:41:58.607710,37.6,False,2025-07-29 07:41:58.607710
223,188,32,2025-05-27 11:41:58.621472,4.4,False,2025-05-27 11:41:58.621472
224,161,16,2025-02-10 15:41:58.617269,5.3,True,2025-02-10 15:41:58.617269
225,143,28,2025-06-19 20:41:58.613726,0.6,False,2025-06-19 20:41:58.613726
226,183,39,2025-05-20 05:41:58.620842,29.4,False,2025-05-20 05:41:58.620842
227,89,20,2025-01-22 19:41:58.602431,5.2,False,2025-01-22 19:41:58.602431
228,192,27,2025-04-14 10:41:58.621953,27.2,True,2025-04-14 10:41:58.621953
229,76,21,2025-03-18 04:41:58.599620,10.5,False,2025-03-18 04:41:58.599620
230,40,29,2025-03-31 16:41:58.592543,12.0,False,2025-03-31 16:41:58.592543
231,54,27,2025-03-20 17:41:58.595312,8.8,False,2025-03-20 17:41:58.595312
232,107,18,2025-05-02 05:41:58.606288,13.7,False,2025-05-02 05:41:58.606288
233,196,30,2025-04-04 06:41:58.622444,9.5,False,2025-04-04 06:41:58.622444
234,20,37,2025-04-04 05:41:58.590175,8.4,False,2025-04-04 05:41:58.590175
235,92,5,2025-06-10 06:41:58.603163,47.8,False,2025-06-10 06:41:58.603163
236,65,17,2025-05-25 10:41:58.597644,2.4,False,2025-05-25 10:41:58.597644
237,58,40,2025-04-04 17:41:58.596023,10.0,False,2025-04-04 17:41:58.596023
238,182,36,2025-05-02 05:41:58.620738,5.2,False,2025-05-02 05:41:58.620738
239,44,25,2025-08-14 19:41:58.593277,7.4,False,2025-08-14 19:41:58.593277
240,133,4,2025-04-21 20:41:58.611632,20.0,True,2025-04-21 20:41:58.611632
241,75,32,2025-08-19 14:41:58.599415,1.8,False,2025-08-19 14:41:58.599415
242,1,28,2025-01-22 09:41:58.587807,4.0,False,2025-01-22 09:41:58.587807
243,190,33,2025-05-31 11:41:58.621750,31.0,False,2025-05-31 11:41:58.621750
244,103,8,2025-06-10 18:41:58.605515,18.0,False,2025-06-10 18:41:58.605515
245,140,11,2025-05-21 18:41:58.613094,14.7,False,2025-05-21 18:41:58.613094
246,46,14,2025-03-31 04:41:58.593615,16.0,False,2025-03-31 04:41:58.593615
247,40,6,2025-01-17 04:41:58.592543,1.1,False,2025-01-17 04:41:58.592543
248,114,35,2025-06-04 13:41:58.607710,21.5,False,2025-06-04 13:41:58.607710
249,138,4,2025-07-30 16:41:58.612652,12.2,True,2025-07-30 16:41:58.612652
250,184,19,2025-05-27 08:41:58.620983,4.5,False,2025-05-27 08:41:58.620983
251,34,23,2025-03-18 14:41:58.591846,2.4,False,2025-03-18 14:41:58.591846
252,194,23,2025-07-13 06:41:58.622193,18.7,True,2025-07-13 06:41:58.622193
253,27,24,2025-05-23 04:41:58.591063,13.6,True,2025-05-23 04:41:58.591063
254,46,25,2025-06-18 19:41:58.593615,12.0,False,2025-06-18 19:41:58.593615
255,67,27,2025-06-21 20:41:58.598028,0.6,True,2025-06-21 20:41:58.598028
256,117,27,2025-02-25 15:41:58.608266,6.8,False,2025-02-25 15:41:58.608266
257,10,27,2025-05-16 13:41:58.589048,3.9,False,2025-05-16 13:41:58.589048
258,122,5,2025-03-13 06:41:58.609429,7.9,False,2025-03-13 06:41:58.609429
259,10,29,2025-04-28 05:41:58.589048,1.6,False,2025-04-28 05:41:58.589048
260,200,16,2025-04-28 10:41:58.623038,10.0,True,2025-04-28 10:41:58.623038
261,135,32,2025-03-17 14:41:58.612069,3.1,True,2025-03-17 14:41:58.612069
262,79,37,2025-07-20 05:41:58.600282,3.6,False,2025-07-20 05:41:58.600282
263,14,1,2025-03-20 06:41:58.589537,3.9,False,2025-03-20 06:41:58.589537
264,106,25,2025-03-02 14:41:58.606054,12.1,False,2025-03-02 14:41:58.606054
265,152,25,2025-09-08 13:41:58.615078,3.0,False,2025-09-08 13:41:58.615078
266,128,32,2025-02-15 07:41:58.610594,0.9,False,2025-02-15 07:41:58.610594
267,128,9,2025-03-14 09:41:58.610594,16.4,False,2025-03-14 09:41:58.610594
268,1,40,2025-03-14 04:41:58.587807,14.2,False,2025-03-14 04:41:58.587807
269,103,23,2025-04-19 08:41:58.605515,1.8,False,2025-04-19 08:41:58.605515
270,165,29,2025-02-24 11:41:58.618187,13.4,True,2025-02-24 11:41:58.618187
271,76,4,2025-04-15 14:41:58.599620,24.5,False,2025-04-15 14:41:58.599620
272,63,19,2025-06-16 07:41:58.597142,5.4,False,2025-06-16 07:41:58.597142
273,37,2,2025-01-24 07:41:58.592182,17.6,False,2025-01-24 07:41:58.592182
274,86,1,2025-04-16 19:41:58.601797,5.4,False,2025-04-16 19:41:58.601797
275,21,7,2025-06-26 08:41:58.590307,4.4,True,2025-06-26 08:41:58.590307
276,91,32,2025-06-04 13:41:58.602919,5.0,False,2025-06-04 13:41:58.602919
277,103,9,2025-03-24 06:41:58.605515,26.3,False,2025-03-24 06:41:58.605515
278,103,8,2025-03-24 04:41:58.605515,10.8,False,2025-03-24 04:41:58.605515
279,115,22,2025-05-26 17:41:58.607883,10.8,False,2025-05-26 17:41:58.607883
280,9,11,2025-02-23 04:41:58.588916,0.6,False,2025-02-23 04:41:58.588916
281,174,29,2025-03-21 04:41:58.619748,9.7,True,2025-03-21 04:41:58.619748
282,50,6,2025-02-12 12:41:58.594535,12.0,False,2025-02-12 12:41:58.594535
283,125,15,2025-08-11 16:41:58.609997,1.1,False,2025-08-11 16:41:58.609997
284,105,16,2025-05-15 19:41:58.605864,7.5,False,2025-05-15 19:41:58.605864
285,45,26,2025-06-03 16:41:58.593450,4.2,True,2025-06-03 16:41:58.593450
286,10,19,2025-04-26 18:41:58.589048,5.5,False,2025-04-26 18:41:58.589048
287,29,6,2025-07-16 17:41:58.591290,5.7,False,2025-07-16 17:41:58.591290
288,158,25,2025-04-02 15:41:58.616582,3.0,True,2025-04-02 15:41:58.616582
289,179,15,2025-06-19 08:41:58.620394,7.5,False,2025-06-19 08:41:58.620394
290,144,40,2025-06-10 18:41:58.613841,31.5,False,2025-06-10 18:41:58.613841
291,155,24,2025-06-16 20:41:58.615829,6.3,False,2025-06-16 20:41:58.615829
292,182,23,2025-06-01 18:41:58.620738,6.5,False,2025-06-01 18:41:58.620738
293,52,24,2025-05-23 06:41:58.594880,27.0,False,2025-05-23 06:41:58.594880
294,191,37,2025-03-14 07:41:58.621852,16.0,True,2025-03-14 07:41:58.621852
295,108,38,2025-02-21 18:41:58.606460,12.3,False,2025-02-21 18:41:58.606460
296,98,8,2025-07-10 07:41:58.604525,3.9,False,2025-07-10 07:41:58.604525
297,14,14,2025-03-25 13:41:58.589537,8.0,False,2025-03-25 13:41:58.589537
298,154,24,2025-05-10 04:41:58.615580,3.0,True,2025-05-10 04:41:58.615580
299,101,29,2025-07-13 20:41:58.605073,11.6,False,2025-07-13 20:41:58.605073
300,128,13,2025-04-18 04:41:58.610594,12.0,False,2025-04-18 04:41:58.610594
301,121,39,2024-12-10 06:41:58.609232,5.2,True,2024-12-10 06:41:58.609232
302,151,22,2025-05-07 10:41:58.614877,3.6,False,2025-05-07 10:41:58.614877
303,7,8,2025-07-05 17:41:58.588697,2.6,False,2025-07-05 17:41:58.588697
304,155,2,2025-06-21 17:41:58.615829,4.2,False,2025-06-21 17:41:58.615829
305,188,2,2025-08-17 11:41:58.621472,8.5,False,2025-08-17 11:41:58.621472
306,84,18,2025-02-05 07:41:58.601415,13.2,False,2025-02-05 07:41:58.601415
307,20,31,2025-04-25 15:41:58.590175,3.6,False,2025-04-25 15:41:58.590175
308,198,21,2025-04-16 18:41:58.622730,17.8,True,2025-04-16 18:41:58.622730
309,197,36,2025-04-14 12:41:58.622556,3.6,False,2025-04-14 12:41:58.622556
310,181,8,2025-05-22 19:41:58.620637,10.0,False,2025-05-22 19:41:58.620637
311,172,7,2025-08-03 10:41:58.619495,21.2,False,2025-08-03 10:41:58.619495
312,73,38,2025-05-09 07:41:58.598928,29.8,True,2025-05-09 07:41:58.598928
313,104,1,2025-04-26 18:41:58.605691,5.2,True,2025-04-26 18:41:58.605691
314,185,23,2025-05-03 19:41:58.621087,3.7,False,2025-05-03 19:41:58.621087
315,129,2,2025-07-09 11:41:58.610830,2.4,False,2025-07-09 11:41:58.610830
316,38,4,2025-03-27 18:41:58.592295,3.6,True,2025-03-27 18:41:58.592295
