id,order_id,product_id,quantity,created_at
247,103,1,3,2025-02-07 13:41:58.589537
248,103,6,2,2025-02-07 13:41:58.589537
249,103,1,2,2025-02-07 13:41:58.589537
250,103,8,4,2025-02-07 13:41:58.589537
251,104,5,5,2025-06-17 10:41:58.621087
252,104,4,5,2025-06-17 10:41:58.621087
253,104,3,3,2025-06-17 10:41:58.621087
254,104,1,5,2025-06-17 10:41:58.621087
255,105,1,3,2025-06-14 04:41:58.600533
256,105,9,4,2025-06-14 04:41:58.600533
257,106,3,4,2025-06-27 09:41:58.591290
258,106,1,1,2025-06-27 09:41:58.591290
259,106,5,5,2025-06-27 09:41:58.591290
260,107,7,4,2025-06-10 16:41:58.589644
261,107,1,2,2025-06-10 16:41:58.589644
262,107,6,3,2025-06-10 16:41:58.589644
263,107,6,5,2025-06-10 16:41:58.589644
264,108,6,3,2025-06-07 15:41:58.620983
265,108,8,4,2025-06-07 15:41:58.620983
266,108,6,2,2025-06-07 15:41:58.620983
267,109,3,2,2025-03-25 15:41:58.588210
268,109,6,1,2025-03-25 15:41:58.588210
269,110,2,3,2025-04-19 04:41:58.599620
270,110,5,5,2025-04-19 04:41:58.599620
271,110,7,1,2025-04-19 04:41:58.599620
272,111,1,5,2025-06-29 19:41:58.608508
273,111,7,3,2025-06-29 19:41:58.608508
274,112,5,2,2025-08-25 17:41:58.590817
275,112,10,4,2025-08-25 17:41:58.590817
276,113,2,1,2025-07-01 15:41:58.593277
277,114,6,4,2025-03-05 20:41:58.613094
278,114,5,4,2025-03-05 20:41:58.613094
279,114,2,1,2025-03-05 20:41:58.613094
280,114,7,1,2025-03-05 20:41:58.613094
281,115,6,3,2025-03-20 06:41:58.590175
282,115,1,3,2025-03-20 06:41:58.590175
283,115,10,5,2025-03-20 06:41:58.590175
284,115,9,5,2025-03-20 06:41:58.590175
285,116,1,3,2024-12-26 18:41:58.614275
286,117,8,1,2025-06-03 07:41:58.606054
287,117,5,2,2025-06-03 07:41:58.606054
288,118,5,4,2025-04-07 11:41:58.622444
289,118,2,5,2025-04-07 11:41:58.622444
290,119,1,5,2025-03-24 07:41:58.599823
291,119,4,2,2025-03-24 07:41:58.599823
292,119,3,3,2025-03-24 07:41:58.599823
293,119,7,4,2025-03-24 07:41:58.599823
294,120,7,1,2024-12-06 04:41:58.614109
295,120,2,3,2024-12-06 04:41:58.614109
296,120,10,2,2024-12-06 04:41:58.614109
297,120,2,3,2024-12-06 04:41:58.614109
298,121,5,3,2025-09-08 19:41:58.593851
299,121,4,1,2025-09-08 19:41:58.593851
300,121,3,2,2025-09-08 19:41:58.593851
301,121,7,5,2025-09-08 19:41:58.593851
302,122,1,1,2025-03-19 12:41:58.588210
303,122,2,3,2025-03-19 12:41:58.588210
304,122,8,1,2025-03-19 12:41:58.588210
305,123,2,2,2025-03-14 06:41:58.603408
306,123,1,3,2025-03-14 06:41:58.603408
307,124,7,3,2025-08-20 12:41:58.613726
308,125,7,4,2025-08-22 08:41:58.621472
309,125,8,4,2025-08-22 08:41:58.621472
310,125,8,4,2025-08-22 08:41:58.621472
311,125,9,1,2025-08-22 08:41:58.621472
312,126,1,3,2025-05-15 20:41:58.620637
313,127,4,1,2025-08-18 08:41:58.615078
314,127,4,5,2025-08-18 08:41:58.615078
315,127,4,2,2025-08-18 08:41:58.615078
316,128,1,5,2025-03-03 04:41:58.589973
317,128,7,5,2025-03-03 04:41:58.589973
318,128,8,5,2025-03-03 04:41:58.589973
319,129,6,3,2025-06-25 06:41:58.613726
320,130,7,1,2025-02-22 13:41:58.605515
321,130,1,5,2025-02-22 13:41:58.605515
322,130,5,3,2025-02-22 13:41:58.605515
323,130,9,5,2025-02-22 13:41:58.605515
324,131,1,3,2025-07-20 13:41:58.590071
325,131,4,1,2025-07-20 13:41:58.590071
326,131,6,1,2025-07-20 13:41:58.590071
327,131,7,4,2025-07-20 13:41:58.590071
328,132,1,4,2025-05-31 20:41:58.607883
329,132,1,1,2025-05-31 20:41:58.607883
330,132,9,4,2025-05-31 20:41:58.607883
331,132,7,1,2025-05-31 20:41:58.607883
332,133,6,4,2025-06-22 10:41:58.619495
333,133,5,3,2025-06-22 10:41:58.619495
334,133,1,5,2025-06-22 10:41:58.619495
335,134,9,5,2025-06-30 10:41:58.603163
336,134,5,2,2025-06-30 10:41:58.603163
337,134,9,3,2025-06-30 10:41:58.603163
338,135,4,2,2025-05-12 06:41:58.597142
339,135,8,4,2025-05-12 06:41:58.597142
340,135,9,2,2025-05-12 06:41:58.597142
341,135,5,1,2025-05-12 06:41:58.597142
342,136,2,1,2025-05-30 14:41:58.614877
343,137,10,3,2025-03-23 06:41:58.595091
344,137,9,1,2025-03-23 06:41:58.595091
345,137,3,4,2025-03-23 06:41:58.595091
346,138,6,4,2025-03-22 18:41:58.616072
347,138,5,4,2025-03-22 18:41:58.616072
348,139,8,4,2025-03-13 13:41:58.615328
349,139,4,3,2025-03-13 13:41:58.615328
350,140,7,1,2025-04-14 10:41:58.610594
351,141,1,5,2025-08-20 15:41:58.608508
352,141,7,4,2025-08-20 15:41:58.608508
353,141,5,4,2025-08-20 15:41:58.608508
354,141,1,3,2025-08-20 15:41:58.608508
355,142,7,1,2025-04-29 06:41:58.604290
356,142,6,3,2025-04-29 06:41:58.604290
357,143,9,1,2025-06-10 09:41:58.617018
358,144,1,5,2025-04-12 13:41:58.615328
359,144,1,2,2025-04-12 13:41:58.615328
360,144,5,1,2025-04-12 13:41:58.615328
361,145,10,3,2025-03-17 16:41:58.612458
362,146,8,3,2025-01-25 07:41:58.588592
363,146,9,2,2025-01-25 07:41:58.588592
364,147,2,2,2025-06-05 13:41:58.594880
365,147,8,4,2025-06-05 13:41:58.594880
366,147,7,3,2025-06-05 13:41:58.594880
367,147,6,2,2025-06-05 13:41:58.594880
368,148,1,1,2025-01-27 12:41:58.601233
369,148,6,5,2025-01-27 12:41:58.601233
370,148,7,5,2025-01-27 12:41:58.601233
371,148,2,1,2025-01-27 12:41:58.601233
372,149,4,5,2025-06-23 07:41:58.594107
373,150,6,5,2025-04-20 15:41:58.599620
374,150,10,1,2025-04-20 15:41:58.599620
375,151,9,3,2025-06-30 17:41:58.617514
376,151,2,4,2025-06-30 17:41:58.617514
377,151,3,4,2025-06-30 17:41:58.617514
378,151,4,2,2025-06-30 17:41:58.617514
379,152,2,2,2025-03-20 15:41:58.595312
380,153,9,3,2025-08-18 09:41:58.607467
381,154,8,2,2025-06-13 08:41:58.613094
382,155,2,1,2025-06-03 05:41:58.608508
383,156,2,2,2025-03-09 15:41:58.594711
384,157,3,4,2025-07-02 07:41:58.618447
385,157,6,2,2025-07-02 07:41:58.618447
386,158,1,5,2025-03-01 15:41:58.606054
387,158,6,2,2025-03-01 15:41:58.606054
388,159,2,5,2025-07-14 16:41:58.592923
389,159,8,5,2025-07-14 16:41:58.592923
390,159,1,5,2025-07-14 16:41:58.592923
391,160,1,1,2025-05-27 05:41:58.590928
392,160,5,2,2025-05-27 05:41:58.590928
393,160,6,5,2025-05-27 05:41:58.590928
394,161,7,5,2025-08-14 11:41:58.593851
395,161,9,1,2025-08-14 11:41:58.593851
396,161,3,3,2025-08-14 11:41:58.593851
397,162,8,1,2025-09-07 06:41:58.597142
398,162,7,4,2025-09-07 06:41:58.597142
399,162,7,1,2025-09-07 06:41:58.597142
400,163,10,5,2025-05-09 09:41:58.610830
401,163,10,1,2025-05-09 09:41:58.610830
402,163,3,4,2025-05-09 09:41:58.610830
403,164,4,3,2024-12-28 19:41:58.619633
404,165,2,1,2025-08-08 13:41:58.618447
405,166,7,4,2025-07-28 06:41:58.608990
406,167,7,2,2025-04-13 08:41:58.621609
407,167,5,4,2025-04-13 08:41:58.621609
408,167,4,1,2025-04-13 08:41:58.621609
409,168,4,4,2025-02-19 20:41:58.588916
410,168,10,3,2025-02-19 20:41:58.588916
411,169,6,5,2025-06-09 11:41:58.591159
412,169,5,1,2025-06-09 11:41:58.591159
413,169,5,1,2025-06-09 11:41:58.591159
414,170,4,5,2025-03-08 10:41:58.588493
415,170,6,1,2025-03-08 10:41:58.588493
416,170,8,3,2025-03-08 10:41:58.588493
417,171,10,1,2025-04-10 05:41:58.588916
418,171,6,1,2025-04-10 05:41:58.588916
419,171,4,1,2025-04-10 05:41:58.588916
420,171,5,3,2025-04-10 05:41:58.588916
421,172,10,2,2025-02-13 19:41:58.588210
422,172,4,4,2025-02-13 19:41:58.588210
423,173,8,2,2025-07-25 13:41:58.620842
424,173,5,2,2025-07-25 13:41:58.620842
425,173,2,4,2025-07-25 13:41:58.620842
426,173,9,2,2025-07-25 13:41:58.620842
427,174,3,1,2025-01-16 17:41:58.592741
428,174,1,4,2025-01-16 17:41:58.592741
429,174,3,1,2025-01-16 17:41:58.592741
430,174,6,3,2025-01-16 17:41:58.592741
431,175,9,1,2025-04-09 15:41:58.621750
432,175,6,1,2025-04-09 15:41:58.621750
433,175,7,2,2025-04-09 15:41:58.621750
434,175,2,5,2025-04-09 15:41:58.621750
435,176,4,5,2025-04-02 10:41:58.590175
436,176,1,3,2025-04-02 10:41:58.590175
437,176,6,3,2025-04-02 10:41:58.590175
438,177,8,3,2025-07-09 08:41:58.620394
439,178,5,3,2025-03-08 07:41:58.621225
440,178,2,5,2025-03-08 07:41:58.621225
441,179,3,3,2024-12-31 11:41:58.598657
442,179,8,3,2024-12-31 11:41:58.598657
443,179,3,2,2024-12-31 11:41:58.598657
444,180,6,1,2025-04-28 04:41:58.589388
445,180,7,4,2025-04-28 04:41:58.589388
446,180,9,1,2025-04-28 04:41:58.589388
447,180,10,3,2025-04-28 04:41:58.589388
448,181,9,1,2025-03-04 05:41:58.615328
449,181,9,3,2025-03-04 05:41:58.615328
450,181,2,1,2025-03-04 05:41:58.615328
451,181,9,4,2025-03-04 05:41:58.615328
452,182,9,5,2025-02-22 08:41:58.591846
453,182,9,5,2025-02-22 08:41:58.591846
454,182,4,4,2025-02-22 08:41:58.591846
455,182,5,1,2025-02-22 08:41:58.591846
456,183,3,5,2025-02-23 08:41:58.599620
457,184,7,4,2025-05-26 07:41:58.608508
458,184,3,1,2025-05-26 07:41:58.608508
459,184,10,4,2025-05-26 07:41:58.608508
460,184,2,1,2025-05-26 07:41:58.608508
461,185,9,3,2025-02-20 05:41:58.618883
462,185,4,4,2025-02-20 05:41:58.618883
463,185,8,5,2025-02-20 05:41:58.618883
464,186,4,3,2025-08-04 13:41:58.606649
465,186,4,3,2025-08-04 13:41:58.606649
466,187,7,4,2025-07-07 09:41:58.614877
467,187,7,4,2025-07-07 09:41:58.614877
468,187,3,4,2025-07-07 09:41:58.614877
469,188,8,3,2025-03-11 14:41:58.593085
470,188,8,3,2025-03-11 14:41:58.593085
471,188,7,5,2025-03-11 14:41:58.593085
472,189,7,3,2025-02-06 13:41:58.619102
473,190,9,5,2025-05-21 08:41:58.603163
474,190,7,1,2025-05-21 08:41:58.603163
475,191,2,1,2025-08-15 15:41:58.590817
476,191,2,3,2025-08-15 15:41:58.590817
477,192,6,1,2025-07-01 12:41:58.604525
478,192,6,1,2025-07-01 12:41:58.604525
479,193,8,3,2025-05-26 20:41:58.595642
480,193,7,3,2025-05-26 20:41:58.595642
481,193,8,5,2025-05-26 20:41:58.595642
482,194,10,1,2025-04-30 14:41:58.596023
483,194,2,2,2025-04-30 14:41:58.596023
484,194,3,1,2025-04-30 14:41:58.596023
485,195,10,3,2025-06-20 05:41:58.611824
486,195,10,2,2025-06-20 05:41:58.611824
487,196,4,3,2025-06-09 09:41:58.614877
488,197,9,1,2025-02-27 17:41:58.595825
489,198,8,4,2025-03-25 16:41:58.593615
490,198,6,3,2025-03-25 16:41:58.593615
491,199,10,3,2025-05-27 11:41:58.606845
492,199,5,1,2025-05-27 11:41:58.606845
493,199,6,5,2025-05-27 11:41:58.606845
494,199,1,3,2025-05-27 11:41:58.606845
495,200,10,1,2025-04-16 07:41:58.619633
496,200,9,4,2025-04-16 07:41:58.619633
497,201,1,3,2025-05-14 15:41:58.603163
498,201,8,4,2025-05-14 15:41:58.603163
499,201,3,4,2025-05-14 15:41:58.603163
500,201,2,4,2025-05-14 15:41:58.603163
501,202,2,3,2025-06-26 04:41:58.607883
502,202,3,1,2025-06-26 04:41:58.607883
503,202,2,2,2025-06-26 04:41:58.607883
504,202,4,4,2025-06-26 04:41:58.607883
505,203,1,4,2025-06-03 20:41:58.598812
506,204,10,5,2025-02-26 12:41:58.592182
507,204,3,4,2025-02-26 12:41:58.592182
508,204,3,5,2025-02-26 12:41:58.592182
509,205,9,1,2025-07-28 05:41:58.601797
510,205,5,4,2025-07-28 05:41:58.601797
511,206,7,5,2025-06-10 18:41:58.590928
512,206,8,5,2025-06-10 18:41:58.590928
513,206,9,5,2025-06-10 18:41:58.590928
514,207,8,4,2025-04-16 18:41:58.608748
515,207,10,5,2025-04-16 18:41:58.608748
516,208,10,2,2025-02-28 10:41:58.618883
517,208,10,2,2025-02-28 10:41:58.618883
518,208,5,4,2025-02-28 10:41:58.618883
519,209,1,5,2024-12-25 13:41:58.608075
520,210,3,1,2025-07-18 18:41:58.620842
521,210,7,2,2025-07-18 18:41:58.620842
522,210,2,5,2025-07-18 18:41:58.620842
523,211,8,1,2025-04-28 19:41:58.588592
524,211,9,2,2025-04-28 19:41:58.588592
525,212,4,4,2025-07-16 05:41:58.601991
526,213,4,4,2025-05-02 13:41:58.592543
527,213,1,1,2025-05-02 13:41:58.592543
528,213,6,3,2025-05-02 13:41:58.592543
529,213,2,4,2025-05-02 13:41:58.592543
530,214,1,5,2025-03-14 17:41:58.618640
531,214,8,5,2025-03-14 17:41:58.618640
532,214,7,5,2025-03-14 17:41:58.618640
533,215,4,1,2025-04-03 12:41:58.615829
534,215,7,3,2025-04-03 12:41:58.615829
535,215,1,5,2025-04-03 12:41:58.615829
536,216,7,2,2025-05-08 16:41:58.608266
537,217,9,2,2025-05-16 06:41:58.598812
538,217,9,1,2025-05-16 06:41:58.598812
539,217,6,4,2025-05-16 06:41:58.598812
540,218,9,4,2025-05-20 08:41:58.613841
541,218,3,4,2025-05-20 08:41:58.613841
542,219,1,3,2025-02-17 13:41:58.592543
543,219,4,5,2025-02-17 13:41:58.592543
544,219,10,2,2025-02-17 13:41:58.592543
545,219,1,4,2025-02-17 13:41:58.592543
546,220,5,1,2025-07-03 06:41:58.591159
547,220,2,3,2025-07-03 06:41:58.591159
548,220,8,1,2025-07-03 06:41:58.591159
549,221,3,2,2025-02-14 09:41:58.616072
550,222,9,4,2025-07-29 07:41:58.607710
551,222,2,2,2025-07-29 07:41:58.607710
552,222,6,4,2025-07-29 07:41:58.607710
553,222,9,2,2025-07-29 07:41:58.607710
554,223,4,2,2025-05-27 11:41:58.621472
555,224,5,4,2025-02-10 15:41:58.617269
556,224,10,1,2025-02-10 15:41:58.617269
557,225,3,1,2025-06-19 20:41:58.613726
558,226,9,4,2025-05-20 05:41:58.620842
559,226,3,5,2025-05-20 05:41:58.620842
560,226,1,5,2025-05-20 05:41:58.620842
561,226,7,4,2025-05-20 05:41:58.620842
562,227,10,4,2025-01-22 19:41:58.602431
563,228,9,3,2025-04-14 10:41:58.621953
564,228,2,2,2025-04-14 10:41:58.621953
565,228,10,2,2025-04-14 10:41:58.621953
566,228,4,5,2025-04-14 10:41:58.621953
567,229,7,3,2025-03-18 04:41:58.599620
568,229,1,1,2025-03-18 04:41:58.599620
569,229,1,5,2025-03-18 04:41:58.599620
570,230,9,3,2025-03-31 16:41:58.592543
571,231,4,4,2025-03-20 17:41:58.595312
572,232,8,5,2025-05-02 05:41:58.606288
573,232,4,3,2025-05-02 05:41:58.606288
574,232,3,1,2025-05-02 05:41:58.606288
575,232,5,2,2025-05-02 05:41:58.606288
576,233,10,4,2025-04-04 06:41:58.622444
577,233,10,2,2025-04-04 06:41:58.622444
578,233,7,1,2025-04-04 06:41:58.622444
579,233,3,1,2025-04-04 06:41:58.622444
580,234,4,3,2025-04-04 05:41:58.590175
581,234,8,2,2025-04-04 05:41:58.590175
